identifiant;libelle_du_site;caracteristique_du_site;adresse;complement_d_adresse;lieu_dit;code_postal;localite;pays;latitude;longitude;latlon;precision_du_geocodage;numero_de_telephone;changeur_de_monnaie;distributeur_de_billets;distributeur_de_timbres;photocopie;distributeur_pret_a_poster;affranchissement_libre_service;bornes_de_rechargement_moneo;accessibilite_absence_de_ressaut_de_plus_de_2_cm_de_haut;accessibilite_automate_d_affranchissement_avec_prise_audio;accessibilite_boucle_magnetique_en_etat_de_fonctionnement;accessibilite_distributeur_de_billets_avec_prise_audio;accessibilite_entree_autonome_en_fauteuil_roulant_possible;accessibilite_pas_d_escalier_ou_bandes_de_vigilance_presentes;accessibilite_presence_d_un_panneau_prioritaire;accessibilite_borne_sonore_en_etat_de_fonctionnement;accessibilite_espace_de_circulation_interieur_suffisant_pour_pmr;accessibilite_presence_d_un_espace_confidentiel_accessible_pmr;accessibilite_presence_d_un_gab_externe_accessible_pmr;accessibilite_presence_d_un_guichet_surbaisse_ou_d_un_ecritoire;accessibilite_presence_d_une_bande_de_guidage_au_sol
14568A;SERQUEUX BP;Bureau de poste;814 ROUTE DE NEUFCHATEL;;;76440.0;SERQUEUX;FRANCE;49.628888;1.536976;49.628888, 1.536976;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14573A;TOTES BP;Bureau de poste;2 PLACE GENERAL DE GAULLE;;;76890.0;TOTES;FRANCE;49.678564;1.043669;49.678564, 1.043669;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
09172A;BOUCHEMAINE PRUNIERS BP;Bureau de poste;1 RUE DU PETIT VIVIER;;;49080.0;BOUCHEMAINE;FRANCE;47.445913;-0.607135;47.445913, -0.607135;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09179A;AGNEAUX BP;Bureau de poste;PLACE DE LA PALIERE;;;50180.0;AGNEAUX;FRANCE;49.116462;-1.11362;49.116462, -1.11362;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non
09184A;BACILLY AP;Relais poste commerçant;LE BOURG;BAR ALIMENTATION LE BACILLAIS JP COCO;;50530.0;BACILLY;FRANCE;48.7017;-1.440151;48.7017, -1.440151;Géocodé au centre de la commune;233606990.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09187A;BARNEVILLE CARTERET PRINCIPAL;Bureau de poste;25 RUE GUILLAUME LE CONQUERANT;;;50270.0;BARNEVILLE CARTERET;FRANCE;49.382413;-1.755833;49.382413, -1.755833;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non
09189A;BEAUCHAMPS AP;Relais poste commerçant;LE BOURG;BOULANGERIE PATISSERIE CROQ POMME;;50320.0;BEAUCHAMPS;FRANCE;48.832192;-1.360032;48.832192, -1.360032;Géocodé au centre de la commune;233614830.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09190A;BEAUMONT HAGUE BP;Bureau de poste;PLACE DE LA MADELEINE;;;50440.0;BEAUMONT HAGUE;FRANCE;49.662837;-1.837451;49.662837, -1.837451;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09200A;BREHAL BP;Bureau de poste;1 RUE CAPORAL MAUPAS;;;50290.0;BREHAL;FRANCE;48.900238;-1.513973;48.900238, -1.513973;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non
09203A;BUAIS AP;Relais poste commerçant;10 ROUTE DE SAINT HILAIRE;BAR TABAC PRESSE;;50640.0;BUAIS;FRANCE;48.522495;-0.968637;48.522495, -0.968637;Géocodé au centre de la commune;233594105.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09205A;CARANTILLY AP;Agence postale;2  RUE DE LA POSTE;;;50570.0;CARANTILLY;FRANCE;49.065193;-1.240358;49.065193, -1.240358;Géocodé au milieu de la rue;233566230.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09210A;CERISY LA SALLE BP;Bureau de poste;PLACE DE LA MAIRIE;;;50210.0;CERISY LA SALLE;FRANCE;49.025957;-1.284204;49.025957, -1.284204;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non
09221A;DOMJEAN AP;Relais poste commerçant;21 RUE DAME GONNOR;BAR TABAC LE DOMJEANNAIS;;50420.0;DOMJEAN;FRANCE;48.992699;-1.021787;48.992699, -1.021787;Géocodé au centre de la commune;233563260.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09227A;GAVRAY BP;Bureau de poste;14 RUE DE LA POTERIE;;;50450.0;GAVRAY;FRANCE;48.909222;-1.349413;48.909222, -1.349413;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non
09246A;MILLY AP;Relais poste commerçant;LE BOURG;BOULANGERIE PAT MARTIN JEAN CLAUDE;;50600.0;MILLY;FRANCE;48.602397;-1.020929;48.602397, -1.020929;Géocodé au centre de la commune;233490069.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09255A;NOTRE DAME DU TOUCHET AP;Agence postale;LE BOURG;;;50140.0;NOTRE DAME DU TOUCHET;FRANCE;48.582998;-0.957205;48.582998, -0.957205;Géocodé au centre de la commune;233590400.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09259A;PERIERS BP;Bureau de poste;2 RUE DE LA HALLE;;;50190.0;PERIERS;FRANCE;49.186056;-1.406957;49.186056, -1.406957;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Oui;Non
09260A;PICAUVILLE BP;Bureau de poste;2 PLACE BIR HAKEIM;;;50360.0;PICAUVILLE;FRANCE;49.378796;-1.401069;49.378796, -1.401069;Géocodé au centre de la commune;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non
09270A;QUETTREVILLE S SIENNE BP;Bureau de poste;2 PLACE LOUIS BEUVE;;;50660.0;QUETTREVILLE SUR SIENNE;FRANCE;48.968761;-1.466955;48.968761, -1.466955;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09282A;SAINT HILAIRE DU HARCOUET BP;Bureau de poste;61 RUE DE MORTAIN;;;50600.0;ST HILAIRE DU HARCOUET;FRANCE;48.579102;-1.092843;48.579102, -1.092843;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
09299A;SAINT SAMSON DE BONFOSSE AP;Agence postale;18 ROUTE DE LA LIBERATION;;;50750.0;ST SAMSON DE BONFOSSE;FRANCE;49.047398;-1.128722;49.047398, -1.128722;Géocodé au centre de la commune;233557787.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09308A;LE TEILLEUL AP;Agence postale;58 RUE BEAUREGARD;;;50640.0;LE TEILLEUL;FRANCE;48.537597;-0.873088;48.537597, -0.873088;Géocodé au centre de la commune;233913840.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09309A;TESSY SUR VIRE BP;Bureau de poste;RUE SAINT PIERRE ET MIQUELON;;;50420.0;TESSY SUR VIRE;FRANCE;48.971936;-1.060034;48.971936, -1.060034;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09316A;VALOGNES;Bureau de poste;ALLEE DE LA POSTE;;;50700.0;VALOGNES;FRANCE;49.509357;-1.470489;49.509357, -1.470489;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui
09317A;LE VAST AP;Agence postale;LE BOURG;;;50630.0;LE VAST;FRANCE;49.622999;-1.357743;49.622999, -1.357743;Géocodé au centre de la commune;233541710.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09324A;CHERBOURG VAL DE SAIRE BP;Bureau de poste;2 AVENUE CARNOT;;;50100.0;CHERBOURG OCTEVILLE;FRANCE;49.638392;-1.616748;49.638392, -1.616748;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non
09329A;AVRANCHES B AP;Agence postale;AVENUE DE LA GARE;;;50300.0;AVRANCHES;FRANCE;48.690195;-1.36974;48.690195, -1.36974;Géocodé au numéro;233601567.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09339A;AVIZE;Bureau de poste;13 BIS PLACE LEON BOURGEOIS;;;51190.0;AVIZE;FRANCE;48.971823;4.010749;48.971823, 4.010749;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non
09342A;BASSUET AP;Relais poste commerçant;1 RUE ERNEST HAUDOS;BOULANGERIE;;51300.0;BASSUET;FRANCE;48.7967;4.665648;48.7967, 4.665648;Géocodé au milieu de la rue;326739885.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09348A;BETHENIVILLE AP;Agence postale;5 PLACE DE LA MAIRIE;;;51490.0;BETHENIVILLE;FRANCE;49.293098;4.36657;49.293098, 4.36657;Géocodé au centre de la commune;326462937.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09349A;BETHENY BP;Bureau de poste;18 PLACE DES FLEURS;;;51450.0;BETHENY;FRANCE;49.284996;4.057211;49.284996, 4.057211;Géocodé au numéro;3631.0;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
09357A;BOUZY BP;Bureau de poste;12 RUE PASTEUR;;;51150.0;BOUZY;FRANCE;49.080035;4.146238;49.080035, 4.146238;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09367A;CONGY AP;Agence postale;PLACE DE LA MAIRIE;;;51270.0;CONGY;FRANCE;48.858696;3.826739;48.858696, 3.826739;Géocodé au milieu de la rue;326593592.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09370A;CORMONTREUIL;Bureau de poste;2 PLACE DU GENERAL DE GAULLE;;;51350.0;CORMONTREUIL;FRANCE;49.222547;4.052928;49.222547, 4.052928;Géocodé au numéro;3631.0;Non;Non;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non
09382A;FAGNIERES BP;Bureau de poste;ROUTE D EPERNAY;CENTRE COMMERCIAL CENTRE OUEST;;51510.0;FAGNIERES;FRANCE;48.958794;4.317277;48.958794, 4.317277;Géocodé au numéro;3631.0;Oui;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non
09386A;FISMES;Bureau de poste;1 PLACE DE L EGLISE;;;51170.0;FISMES;FRANCE;49.307478;3.683589;49.307478, 3.683589;Géocodé au numéro;3631.0;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
09387A;FRIGNICOURT BP;Bureau de poste;29 RUE DU GENERAL LECLERC;;;51300.0;FRIGNICOURT;FRANCE;48.69913;4.590979;48.69913, 4.590979;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non
09389A;GIVRY EN ARGONNE BP;Bureau de poste;2 PLACE DE LA HALLE;;;51330.0;GIVRY EN ARGONNE;FRANCE;48.949277;4.887844;48.949277, 4.887844;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09391A;GUEUX BP;Bureau de poste;12 RUE DE L EGLISE;;;51390.0;GUEUX;FRANCE;49.248218;3.911014;49.248218, 3.911014;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09396A;JALONS AP;Relais poste commerçant;33 ROUTE NATIONALE;CAFE TABAC LES CALANQUES;;51150.0;JALONS;FRANCE;49.009992;4.179559;49.009992, 4.179559;Géocodé au milieu de la rue;326665115.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09399A;LOISY SUR MARNE AP;Relais poste commerçant;5 RUE DE L ECHELLE;BOULANGERIE;;51300.0;LOISY SUR MARNE;FRANCE;48.759394;4.541588;48.759394, 4.541588;Géocodé au milieu de la rue;326741515.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09405A;MARDEUIL AP;Agence postale;1 RUE JEAN JAURES;;;51530.0;MARDEUIL;FRANCE;49.054504;3.93001;49.054504, 3.93001;Géocodé au numéro;326559250.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09410A;MONTMIRAIL;Bureau de poste;9 RUE LUCIEN MATHIEU;;;51210.0;MONTMIRAIL;FRANCE;48.871287;3.539091;48.871287, 3.539091;Géocodé au numéro;3631.0;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
09412A;MOURMELON LE GRAND;Bureau de poste;8 RUE PAUL BOILLEAU;;;51400.0;MOURMELON LE GRAND;FRANCE;49.13892;4.367334;49.13892, 4.367334;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
09422A;PLEURS BP;Bureau de poste;1 RUE DE LA POSTE;;;51230.0;PLEURS;FRANCE;48.688898;3.870434;48.688898, 3.870434;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non
09426A;RILLY LA MONTAGNE BP;Bureau de poste;26 B RUE DE CHIGNY;;;51500.0;RILLY LA MONTAGNE;FRANCE;49.163525;4.042548;49.163525, 4.042548;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non
09433A;SAINT MEMMIE;Bureau de poste;36 AVENUE JACQUES SIMON;;;51470.0;ST MEMMIE;FRANCE;48.953824;4.379031;48.953824, 4.379031;Géocodé au numéro;3631.0;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
09437A;SEPT SAULX AP;Agence postale;6 PLACE PIERRE LEFEVRE;;;51400.0;SEPT SAULX;FRANCE;49.151096;4.251838;49.151096, 4.251838;Géocodé au milieu de la rue;326619525.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09444A;SUIPPES BP;Bureau de poste;2 RUE BUIRETTE GAULARD;;;51600.0;SUIPPES;FRANCE;49.130265;4.532717;49.130265, 4.532717;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non
09446A;THIEBLEMONT FAREMONT AP;Agence postale;19 GRANDE RUE;;;51300.0;THIEBLEMONT FAREMONT;FRANCE;48.689794;4.733746;48.689794, 4.733746;Géocodé au milieu de la rue;326720197.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09451A;TROISSY AP;Agence postale;12 RUE DE CHAMPAGNE;;;51700.0;TROISSY;FRANCE;49.082394;3.708786;49.082394, 3.708786;Géocodé au milieu de la rue;664132522.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09454A;VERNEUIL AP;Relais poste commerçant;19 RUE DE LA TOUR;BOULANGERIE  PATISSERIE;;51700.0;VERNEUIL;FRANCE;49.096293;3.673409;49.096293, 3.673409;Géocodé au milieu de la rue;326529231.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
09459A;VILLEDOMMANGE BP;Bureau de poste;2 RUE SAINT VINCENT;;;51390.0;VILLE DOMMANGE;FRANCE;49.201427;3.934693;49.201427, 3.934693;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
10681A;ANNOEULLIN;Bureau de poste;15 PLACE DU GENERAL DE GAULLE;;;59112.0;ANNOEULLIN;FRANCE;50.529294;2.931719;50.529294, 2.931719;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
10687A;ARNEKE BP;Bureau de poste;9 RUE DE LA POSTE;;;59285.0;ARNEKE;FRANCE;50.8309;2.411248;50.8309, 2.411248;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
10688A;ARTRES BP;Bureau de poste;8 RUE DES ECOLES;;;59269.0;ARTRES;FRANCE;50.293397;3.542009;50.293397, 3.542009;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non
10691A;ATTICHES BP;Bureau de poste;35 RUE JEAN BAPTISTE COLLETTE;;;59551.0;ATTICHES;FRANCE;50.522292;3.058717;50.522292, 3.058717;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
10694A;AUBIGNY AU BAC;Bureau de poste;5 RUE LEO LAGRANGE;;;59265.0;AUBIGNY AU BAC;FRANCE;50.261358;3.165135;50.261358, 3.165135;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
10720A;BERMERAIN BP;Bureau de poste;110 RUE DE LA POSTE;;;59213.0;BERMERAIN;FRANCE;50.253399;3.532359;50.253399, 3.532359;Géocodé au milieu de la rue;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
10737A;BRUAY SUR L ESCAUT;Bureau de poste;323 RUE JEAN JAURES;;;59860.0;BRUAY SUR L ESCAUT;FRANCE;50.396;3.537829;50.396, 3.537829;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui
10746A;CARNIERES BP;Bureau de poste;8 RUE DE RIEUX;;;59217.0;CARNIERES;FRANCE;50.169125;3.347954;50.169125, 3.347954;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non
10749A;LE CATEAU CAMBRESIS;Bureau de poste;15 RUE JEAN JAURES;;;59360.0;LE CATEAU CAMBRESIS;FRANCE;50.103396;3.543898;50.103396, 3.543898;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
10753A;CHERENG BP;Bureau de poste;64 ROUTE NATIONALE;;;59152.0;CHERENG;FRANCE;50.610969;3.202077;50.610969, 3.202077;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
10762A;CREVECOEUR SUR L ESCAUT BP;Bureau de poste;4 RUE SAINT MARTIN;;;59258.0;CREVECOEUR SUR L ESCAUT;FRANCE;50.106492;3.249066;50.106492, 3.249066;Géocodé au milieu de la rue;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
10767A;DECHY BP;Bureau de poste;8 PLACE JEAN JAURES;;;59187.0;DECHY;FRANCE;50.353058;3.125591;50.353058, 3.125591;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
10768A;DENAIN;Bureau de poste;BOULEVARD DU 8 MAI 1945;ESPACE VILLARS;;59220.0;DENAIN;FRANCE;50.325361;3.39462;50.325361, 3.39462;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui
10788A;FECHAIN BP;Bureau de poste;RUE LOUIS CHANTREAU;;;59247.0;FECHAIN;FRANCE;50.265341;3.210622;50.265341, 3.210622;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
10791A;FENAIN BP;Bureau de poste;PLACE DE NOS FUSILLES;;;59179.0;FENAIN;FRANCE;50.365596;3.300428;50.365596, 3.300428;Géocodé au milieu de la rue;3631.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
10793A;FERRIERE LA PETITE AP;Agence postale;4 RUE DE LA MAIRIE;;;59680.0;FERRIERE LA PETITE;FRANCE;50.239196;4.022497;50.239196, 4.022497;Géocodé au centre de la commune;327650994.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
10799A;FOURMIES;Bureau de poste;14 RUE JEAN JAURES;;;59610.0;FOURMIES;FRANCE;50.015393;4.04815;50.015393, 4.04815;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui
10803A;FRESNES SUR ESCAUT BP;Bureau de poste;70 RUE JEAN JAURES;;;59970.0;FRESNES SUR ESCAUT;FRANCE;50.432099;3.576078;50.432099, 3.576078;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
10805A;GENECH AP;Relais poste commerçant;8 RUE DURIEZ;CHEZ SYLVIE;;59242.0;GENECH;FRANCE;50.530735;3.222764;50.530735, 3.222764;Géocodé au numéro;320794735.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
10807A;GLAGEON AP;Agence postale;17 RUE DU GENERAL DE GAULLE;MAIRIE;;59132.0;GLAGEON;FRANCE;50.05794;4.074499;50.05794, 4.074499;Géocodé au numéro;327570033.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
10811A;LA GORGUE BP;Bureau de poste;19 RUE DU 8 MAI;;;59253.0;LA GORGUE;FRANCE;50.636548;2.706722;50.636548, 2.706722;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
10814A;GRAND FORT PHILIPPE BP;Bureau de poste;16 RUE ALBERT 1ER;;;59153.0;GRAND FORT PHILIPPE;FRANCE;51.001296;2.105115;51.001296, 2.105115;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
10816A;GUESNAIN;Bureau de poste;148 RUE JEAN JAURES;;;59287.0;GUESNAIN;FRANCE;50.350292;3.143949;50.350292, 3.143949;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non
10817A;HALLENNES LEZ HAUBOURDIN BP;Bureau de poste;47 RUE EMILE ZOLA;;;59320.0;HALLENNES LEZ HAUBOURDIN;FRANCE;50.614924;2.967632;50.614924, 2.967632;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
10818A;HALLUIN BP;Bureau de poste;93 RUE DE LILLE;;;59250.0;HALLUIN;FRANCE;50.782493;3.126156;50.782493, 3.126156;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui
10833A;HONDSCHOOTE BP;Bureau de poste;12 B PLACE DU GENERAL DE GAULLE;;;59122.0;HONDSCHOOTE;FRANCE;50.981191;2.587015;50.981191, 2.587015;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non
10835A;HONNECOURT SUR ESCAUT BP;Bureau de poste;11 B RUE DE LA PLACE;;;59266.0;HONNECOURT SUR ESCAUT;FRANCE;50.037399;3.196638;50.037399, 3.196638;Géocodé au milieu de la rue;3631.0;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
10851A;LANNOY BP;Bureau de poste;25 RUE NATIONALE;;;59390.0;LANNOY;FRANCE;50.666691;3.208815;50.666691, 3.208815;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
10858A;LEFFRINCKOUCKE BP;Bureau de poste;1 RUE DU GENDARME SALOMON;;;59495.0;LEFFRINCKOUCKE;FRANCE;51.053792;2.43812;51.053792, 2.43812;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
